ZD_deg,Ereco_min_TeV,Ereco_max_TeV,BckgRate_per_second,Theta_cut_deg,Gammaness_cut
6.0,0.012589254117941675,0.0199526231496888,0.15514275685330334,0.32,0.11281024702481211
6.0,0.0199526231496888,0.03162277660168379,11.05469622088641,0.32,0.17608067775290787
6.0,0.03162277660168379,0.05011872336272725,17.509024798429156,0.32,0.18909915303573652
6.0,0.05011872336272725,0.07943282347242814,10.888996161065874,0.32,0.19761519995256535
6.0,0.07943282347242814,0.12589254117941673,2.0898779630778845,0.2673516001927132,0.31688826851906404
6.0,0.12589254117941673,0.19952623149688797,0.23999615011858383,0.21162990524807224,0.4483405640793372
6.0,0.19952623149688797,0.31622776601683794,0.07211030101126466,0.1964156738356117,0.5117977755279097
6.0,0.31622776601683794,0.5011872336272722,0.02296676261259157,0.1793650747665875,0.5752482874791648
6.0,0.5011872336272722,0.7943282347242814,0.010091305532878039,0.1739656472302629,0.6283677225961126
6.0,0.7943282347242814,1.2589254117941668,0.004284656279599664,0.17348059554416378,0.6651146560298868
6.0,1.2589254117941668,1.9952623149688788,0.0015450244710438553,0.17624772620116916,0.724208825217094
6.0,1.9952623149688788,3.1622776601683795,0.0005477990781407422,0.1775535739379539,0.7674645252753842
6.0,3.1622776601683795,5.01187233627272,0.00018103057367059957,0.17268620694592587,0.7940713722648308
6.0,5.01187233627272,7.943282347242813,6.58904018964151e-05,0.17626078400309486,0.8155952548324541
6.0,7.943282347242813,12.589254117941662,2.607448110457876e-05,0.1875924714679997,0.8099803960631745
6.0,12.589254117941662,19.952623149688787,7.258738446189413e-06,0.16745612152278178,0.8145827139310521
6.0,19.952623149688787,31.622776601683793,3.7452352339724327e-06,0.2035040253875547,0.8166966955524747
6.0,31.622776601683793,50.118723362727195,5.162808422191587e-07,0.1278319007462821,0.7245412020766999
6.0,50.118723362727195,79.43282347242814,1.1302660241562094e-06,0.32,0.1
9.579,0.012589254117941675,0.0199526231496888,0.13453279350789224,0.32,0.1062672796107913
9.579,0.0199526231496888,0.03162277660168379,10.261078547984237,0.32,0.17180929867983782
9.579,0.03162277660168379,0.05011872336272725,17.150348733802918,0.32,0.18601167944133717
9.579,0.05011872336272725,0.07943282347242814,10.708411006873446,0.32,0.19501246351169796
9.579,0.07943282347242814,0.12589254117941673,2.020196695528386,0.26249644100706687,0.31576995492959054
9.579,0.12589254117941673,0.19952623149688797,0.2493115299814993,0.21260796591917902,0.43624271737327935
9.579,0.19952623149688797,0.31622776601683794,0.07302200995517918,0.1959237053617897,0.503618439468562
9.579,0.31622776601683794,0.5011872336272722,0.025647282916292518,0.18304408518215354,0.5621554621054391
9.579,0.5011872336272722,0.7943282347242814,0.01032639074384704,0.1745120474721881,0.6247461567451729
9.579,0.7943282347242814,1.2589254117941668,0.004707475782640064,0.17364226573653765,0.6546501202021747
9.579,1.2589254117941668,1.9952623149688788,0.0017924382704006246,0.17598988293186216,0.7246773797513005
9.579,1.9952623149688788,3.1622776601683795,0.0006797671057046483,0.17801224280917452,0.7737687181061742
9.579,3.1622776601683795,5.01187233627272,0.00023227549530653382,0.17091322945173035,0.8160090457289869
