    9.765625e-01     2.441406e-02 
   -6.234646e-05    -3.890991e-03
   -7.277727e-05    -4.093170e-03
   -8.958578e-05    -4.226685e-03
   -1.080632e-04    -4.245758e-03
   -1.236200e-04    -4.123688e-03
   -1.323223e-04    -3.887177e-03
   -1.310110e-04    -3.644943e-03
   -1.169443e-04    -3.511429e-03
   -8.690357e-05    -3.597260e-03
   -4.196167e-05    -3.932953e-03
    1.001358e-05    -4.409790e-03
    6.097555e-05    -4.894257e-03
    1.026392e-04    -5.271912e-03
    1.296997e-04    -5.455017e-03
    1.443624e-04    -5.470276e-03
    1.488924e-04    -5.355835e-03
    1.463890e-04    -5.142212e-03
    1.392365e-04    -4.863739e-03
    1.302958e-04    -4.547119e-03
    1.223087e-04    -4.207611e-03
    1.179576e-04    -3.873825e-03
    1.186728e-04    -3.562927e-03
    1.221895e-04    -3.324509e-03
    1.248121e-04    -3.202438e-03
    1.233816e-04    -3.248215e-03
    1.152754e-04    -3.482819e-03
    1.041889e-04    -3.822327e-03
    9.530783e-05    -4.146576e-03
    9.405613e-05    -4.333496e-03
    1.046062e-04    -4.283905e-03
    1.240969e-04    -4.062653e-03
    1.469851e-04    -3.793716e-03
    1.676083e-04    -3.601074e-03
    1.806021e-04    -3.602982e-03
    1.863241e-04    -3.786087e-03
    1.878738e-04    -4.081726e-03
    1.883507e-04    -4.413605e-03
    1.908541e-04    -4.711151e-03
    1.963377e-04    -4.894257e-03
    2.045631e-04    -4.886627e-03
    2.152920e-04    -4.611969e-03
    2.280474e-04    -4.001617e-03
    2.413988e-04    -3.158569e-03
    2.524853e-04    -2.342224e-03
    2.591610e-04    -1.819611e-03
    2.586842e-04    -1.845360e-03
    2.536774e-04    -2.437592e-03
    2.522469e-04    -3.328323e-03
    2.636909e-04    -4.238129e-03
    2.958775e-04    -4.890442e-03
    3.478527e-04    -5.146027e-03
    4.019737e-04    -5.088806e-03
    4.408360e-04    -4.810333e-03
    4.460812e-04    -4.409790e-03
    4.131794e-04    -3.967285e-03
    3.631115e-04    -3.540039e-03
    3.197193e-04    -3.183365e-03
    3.068447e-04    -2.950668e-03
    3.361702e-04    -2.880096e-03
    3.881454e-04    -2.973557e-03
    4.379749e-04    -3.225327e-03
    4.611015e-04    -3.633499e-03
    4.427433e-04    -4.161835e-03
    4.005432e-04    -4.688263e-03
    3.590584e-04    -5.073547e-03
    3.426075e-04    -5.172729e-03
    3.683567e-04    -4.898071e-03
    4.196167e-04    -4.394531e-03
    4.711151e-04    -3.866196e-03
    4.968643e-04    -3.524780e-03
    4.768372e-04    -3.532410e-03
    4.253387e-04    -3.793716e-03
    3.685951e-04    -4.112244e-03
    3.333092e-04    -4.295349e-03
    3.418922e-04    -4.177094e-03
    3.852844e-04    -3.839493e-03
    4.391670e-04    -3.477097e-03
    4.789829e-04    -3.292084e-03
    4.825592e-04    -3.463745e-03
    4.518032e-04    -3.944397e-03
    4.041195e-04    -4.547119e-03
    3.578663e-04    -5.084991e-03
    3.294945e-04    -5.378723e-03
    3.240108e-04    -5.413055e-03
    3.366470e-04    -5.294800e-03
    3.616810e-04    -5.146027e-03
    3.941059e-04    -5.077362e-03
    4.260540e-04    -5.119324e-03
    4.487038e-04    -5.210876e-03
    4.520416e-04    -5.294800e-03
    4.274845e-04    -5.302429e-03
    3.774166e-04    -5.222321e-03
    3.197193e-04    -5.104065e-03
    2.741814e-04    -5.008698e-03
    2.598763e-04    -4.985809e-03
    2.815723e-04    -5.054474e-03
    3.192425e-04    -5.168915e-03
    3.502369e-04    -5.271912e-03
    3.519058e-04    -5.310059e-03
    3.144741e-04    -5.260468e-03
    2.560616e-04    -5.172729e-03
    1.986027e-04    -5.111694e-03
    1.641512e-04    -5.138397e-03
    1.662970e-04    -5.287170e-03
    1.932383e-04    -5.489349e-03
    2.290010e-04    -5.672455e-03
    2.570152e-04    -5.748749e-03
    2.648830e-04    -5.668640e-03
    2.546310e-04    -5.496979e-03
    2.324581e-04    -5.317688e-03
    2.037287e-04    -5.218506e-03
    1.738071e-04    -5.271912e-03
    1.444817e-04    -5.432129e-03
    1.165271e-04    -5.626678e-03
    9.059906e-05    -5.771637e-03
    6.759167e-05    -5.802155e-03
    5.096197e-05    -5.744934e-03
    4.476309e-05    -5.661011e-03
    5.328655e-05    -5.607605e-03
    7.957220e-05    -5.641937e-03
    1.149774e-04    -5.748749e-03
    1.443624e-04    -5.882263e-03
    1.525879e-04    -5.992889e-03
    1.258850e-04    -6.031036e-03
    7.212162e-05    -6.015778e-03
    1.513958e-05    -5.996704e-03
   -2.104044e-05    -6.031036e-03
   -1.358986e-05    -6.172180e-03
    3.480911e-05    -6.401062e-03
    9.757280e-05    -6.637573e-03
    1.471043e-04    -6.786346e-03
    1.567602e-04    -6.767273e-03
    1.236200e-04    -6.576538e-03
    7.474422e-05    -6.313324e-03
    3.826618e-05    -6.080627e-03
    4.237890e-05    -5.981445e-03
    9.429455e-05    -6.050110e-03
    1.688004e-04    -6.202698e-03
    2.380610e-04    -6.347656e-03
    2.739429e-04    -6.401062e-03
    2.653599e-04    -6.324768e-03
    2.337694e-04    -6.191254e-03
    2.045631e-04    -6.099701e-03
    2.033710e-04    -6.137848e-03
    2.437830e-04    -6.336212e-03
    3.066063e-04    -6.595612e-03
    3.683567e-04    -6.786346e-03
    4.045963e-04    -6.782532e-03
    4.010201e-04    -6.500244e-03
    3.757477e-04    -6.034851e-03
    3.552437e-04    -5.527496e-03
    3.650188e-04    -5.111694e-03
    4.236698e-04    -4.890442e-03
    5.159378e-04    -4.863739e-03
    6.170273e-04    -4.997253e-03
    7.014275e-04    -5.252838e-03
    7.491112e-04    -5.584717e-03
    7.729530e-04    -5.893707e-03
    7.996559e-04    -6.069183e-03
    8.540154e-04    -5.989075e-03
    9.584427e-04    -5.561829e-03
    1.094818e-03    -4.871368e-03
    1.227379e-03    -4.089355e-03
    1.318932e-03    -3.385544e-03
    1.338005e-03    -2.925873e-03
    1.307487e-03    -2.759933e-03
    1.286507e-03    -2.861023e-03
    1.336098e-03    -3.200531e-03
    1.511574e-03    -3.747940e-03
    1.801491e-03    -4.386902e-03
    2.136230e-03    -4.943848e-03
    2.443314e-03    -5.237579e-03
    2.655029e-03    -5.088806e-03
    2.763748e-03    -4.535675e-03
    2.826691e-03    -3.835678e-03
    2.904892e-03    -3.257751e-03
    3.061295e-03    -3.068924e-03
    3.316879e-03    -3.316879e-03
    3.641129e-03    -3.753662e-03
    4.001617e-03    -4.104614e-03
    4.360199e-03    -4.108429e-03
    4.703522e-03    -3.658295e-03
    5.058289e-03    -2.973557e-03
    5.451202e-03    -2.298355e-03
    5.901337e-03    -1.882553e-03
    6.427765e-03    -1.845360e-03
    6.992340e-03    -2.019882e-03
    7.564545e-03    -2.197266e-03
    8.102417e-03    -2.164841e-03
    8.590698e-03    -1.789093e-03
    9.071350e-03    -1.169205e-03
    9.590149e-03    -4.515648e-04
    1.019287e-02     2.177954e-04
    1.091003e-02     7.309914e-04
    1.171112e-02     1.139641e-03
    1.251984e-02     1.538277e-03
    1.328278e-02     2.017975e-03
    1.396179e-02     2.649307e-03
    1.456451e-02     3.372192e-03
    1.512909e-02     4.081726e-03
    1.571655e-02     4.673004e-03
    1.634216e-02     5.058289e-03
    1.701355e-02     5.310059e-03
    1.766968e-02     5.550385e-03
    1.831055e-02     5.912781e-03
    1.885986e-02     6.519318e-03
    1.934814e-02     7.324219e-03
    1.979065e-02     8.186340e-03
    2.020264e-02     8.964539e-03
    2.059937e-02     9.536743e-03
    2.102661e-02     9.918213e-03
    2.146912e-02     1.023102e-02
    2.198792e-02     1.060486e-02
    2.259827e-02     1.116943e-02
    2.331543e-02     1.192474e-02
    2.410889e-02     1.277924e-02
    2.500916e-02     1.361084e-02
    2.598572e-02     1.432800e-02
    2.705383e-02     1.490784e-02
    2.821350e-02     1.545715e-02
    2.944946e-02     1.606750e-02
    3.077698e-02     1.686096e-02
    3.219604e-02     1.785278e-02
    3.359985e-02     1.895142e-02
    3.500366e-02     2.003479e-02
    3.628540e-02     2.096558e-02
    3.744507e-02     2.171326e-02
    3.854370e-02     2.244568e-02
    3.964233e-02     2.331543e-02
    4.077148e-02     2.447510e-02
    4.196167e-02     2.601624e-02
    4.327393e-02     2.780151e-02
    4.470825e-02     2.960205e-02
    4.626465e-02     3.123474e-02
