ZD_deg,Ereco_min_TeV,Ereco_max_TeV,BckgRate_per_second,Theta_cut_deg,Gammaness_cut
59.34,0.0199526231496888,0.03162277660168379,0.0,0.32,0.1
59.34,0.03162277660168379,0.05011872336272725,0.0,0.32,0.1
59.34,0.05011872336272725,0.07943282347242814,0.002694531473847235,0.32,0.1
59.34,0.07943282347242814,0.12589254117941673,0.5574034753482935,0.32,0.1
59.34,0.12589254117941673,0.19952623149688797,0.8363832880051874,0.18896112393783765,0.16923710730878283
59.34,0.19952623149688797,0.31622776601683794,0.9507893227399531,0.17708165358021902,0.2640702637641676
59.34,0.31622776601683794,0.5011872336272722,0.16225121830657654,0.12301084561923045,0.4675715358796556
59.34,0.5011872336272722,0.7943282347242814,0.02001906029749398,0.1,0.7001198865478234
59.34,0.7943282347242814,1.2589254117941668,0.004804964695608002,0.1,0.7659993562236929
59.34,1.2589254117941668,1.9952623149688788,0.0014958161500865784,0.1,0.7939874191858363
59.34,1.9952623149688788,3.1622776601683795,0.000640994817720803,0.1,0.8175957633965458
59.34,3.1622776601683795,5.01187233627272,0.0002746823908280065,0.1,0.8121226351902138
59.34,5.01187233627272,7.943282347242813,0.00011770830862450671,0.1,0.8266512716247353
59.34,7.943282347242813,12.589254117941662,5.0440968849428864e-05,0.1,0.8292790830485759
59.34,12.589254117941662,19.952623149688787,2.1615222988085098e-05,0.1,0.8293737894005931
59.34,19.952623149688787,31.622776601683793,9.262666350032505e-06,0.1,0.8354121746337494
59.34,31.622776601683793,50.118723362727195,3.9692853485396905e-06,0.1,0.8409636718231623
59.34,50.118723362727195,79.43282347242814,1.700938540021639e-06,0.1,0.8346364329941128
66.44,0.012589254117941675,0.0199526231496888,0.0,0.32,0.1
66.44,0.0199526231496888,0.03162277660168379,0.0,0.32,0.1
66.44,0.03162277660168379,0.05011872336272725,0.0,0.32,0.1
66.44,0.05011872336272725,0.07943282347242814,0.0,0.32,0.1
66.44,0.07943282347242814,0.12589254117941673,0.0001791018992365193,0.32,0.1
66.44,0.12589254117941673,0.19952623149688797,0.3756631456848193,0.32,0.1
66.44,0.19952623149688797,0.31622776601683794,0.378698120932947,0.18430528156401446,0.1
66.44,0.31622776601683794,0.5011872336272722,1.1540511175333352,0.17010809252661016,0.18907180317960973
66.44,0.5011872336272722,0.7943282347242814,0.36330045784913123,0.13246925363741566,0.3423407488920865
66.44,0.7943282347242814,1.2589254117941668,0.026877509326041583,0.1,0.6129610320422042
66.44,1.2589254117941668,1.9952623149688788,0.0036020326669464198,0.1,0.7594603806998884
66.44,1.9952623149688788,3.1622776601683795,0.0013513455207365842,0.1,0.7772482091153307
66.44,3.1622776601683795,5.01187233627272,0.0006775027183780024,0.1,0.7653316236510899
66.44,5.01187233627272,7.943282347242813,0.00033966881627682326,0.1,0.7497217406946608
66.44,7.943282347242813,12.589254117941662,0.00017029437907956354,0.1,0.7345757077104096
66.44,12.589254117941662,19.952623149688787,8.537779789140115e-05,0.1,0.7553842611535082
66.44,19.952623149688787,31.622776601683793,4.280451540552178e-05,0.1,0.7705226017247755
66.44,31.622776601683793,50.118723362727195,2.1460222497564374e-05,0.1,0.7916358634248051
66.44,50.118723362727195,79.43282347242814,1.0759172140646597e-05,0.1,0.8106709918015099
