ZD_deg,Etrue_min_TeV,Etrue_max_TeV,Aeff_m2,emig_mu_loc,emig_mu_scale,emig_mu_a,emig_model
6.0,0.011220184543019636,0.014125375446227547,1523.5581041209598,2.1610037007829788,0.24911300828762759,,moyal
6.0,0.014125375446227547,0.01778279410038923,3045.4471055995996,1.7884164513224,0.23669835172791936,,moyal
6.0,0.01778279410038923,0.0223872113856834,5419.198466082751,1.2022066181865934,0.6035684384735526,3.579431337301123,skewnorm
6.0,0.0223872113856834,0.02818382931264455,8858.63426071004,1.218007626486119,0.1921926525080171,,moyal
6.0,0.02818382931264455,0.03548133892335755,12992.827804060527,1.0563378246201154,0.18855286638193244,,moyal
6.0,0.03548133892335755,0.04466835921509633,18168.315998284892,0.6827788118420669,0.6123055842013111,6.380388591772884,skewnorm
6.0,0.04466835921509633,0.05623413251903491,24782.459317894332,0.6317298754630765,0.5573572953293215,2.058065840009622,skewnorm
6.0,0.05623413251903491,0.0707945784384138,34390.59879161294,0.6211980692549665,0.5022944499853085,2.053167793044295,skewnorm
6.0,0.0707945784384138,0.08912509381337459,44212.46990544327,0.6115496737979137,0.49810096284378047,1.9017488775179474,skewnorm
6.0,0.08912509381337459,0.11220184543019636,59401.676033561605,0.6846792221984536,0.40556258157561664,1.1669633146619578,skewnorm
6.0,0.11220184543019636,0.14125375446227548,73706.4846173022,0.6932053194233184,0.37473905225514026,1.218702327656692,skewnorm
6.0,0.14125375446227548,0.17782794100389238,87007.54531262298,0.7405223900162305,0.3256043583338413,0.9935886824790576,skewnorm
6.0,0.17782794100389238,0.223872113856834,97600.8703330211,0.7293930489117956,0.3325257530858587,1.3087090540533532,skewnorm
6.0,0.223872113856834,0.2818382931264455,109239.08521884098,0.7685678682783514,0.29071541892646463,1.1901186531318133,skewnorm
6.0,0.2818382931264455,0.35481338923357547,122332.69573806296,0.7814694646843571,0.27806185517810666,1.2386496799846154,skewnorm
6.0,0.35481338923357547,0.44668359215096326,145548.80680812232,0.7629713773545741,0.292986659742509,1.6086624829649936,skewnorm
6.0,0.44668359215096326,0.5623413251903494,149435.56739561658,0.8126906129907701,0.2648723725235948,1.208386336753635,skewnorm
6.0,0.5623413251903494,0.707945784384138,156943.5377057934,0.7884995425534035,0.25497853363248163,1.4943505315499954,skewnorm
6.0,0.707945784384138,0.8912509381337459,175565.69999796344,0.813781967651626,0.24576260507037234,1.4044317347918027,skewnorm
6.0,0.8912509381337459,1.1220184543019636,174833.08226052157,0.8193865981989024,0.23545159496477297,1.1686098185710727,skewnorm
6.0,1.1220184543019636,1.4125375446227548,191607.78446864747,0.8460610655238754,0.2108822667081557,1.054911011268091,skewnorm
6.0,1.4125375446227548,1.7782794100389236,204982.01672304966,0.8483509180118686,0.21816230238095358,1.1246555230516078,skewnorm
6.0,1.7782794100389236,2.238721138568341,212897.08259610785,1.1136998001698477,0.22467781288960492,-1.073466160930602,skewnorm
6.0,2.238721138568341,2.8183829312644564,190283.6959733396,1.1502348694342823,0.26737286420704415,-2.0855024409961285,skewnorm
6.0,2.8183829312644564,3.548133892335755,184046.80194622054,1.161278996767633,0.2836120603221115,-2.187563048557988,skewnorm
6.0,3.548133892335755,4.466835921509633,230781.7467393474,1.1365069136596004,0.21652212499355258,-1.865445521558706,skewnorm
6.0,4.466835921509633,5.623413251903494,232661.10802880663,1.1220558279927748,0.22589159751059873,-2.0642229588095224,skewnorm
6.0,5.623413251903494,7.079457843841384,243357.20331353246,1.148982284360027,0.26230018831682517,-2.0695106353204804,skewnorm
6.0,7.079457843841384,8.912509381337463,185288.77429252173,0.7141913612013501,0.3131577881344294,1.6568847423428024,skewnorm
6.0,8.912509381337463,11.220184543019636,205550.1231332423,1.1872527714174492,0.28647150131033045,-2.352973922437182,skewnorm
6.0,11.220184543019636,14.125375446227547,223881.62980403443,1.1091740288764065,0.26708535789685506,-1.77014986410527,skewnorm
6.0,14.125375446227547,17.782794100389236,212302.80303458704,0.7258627254629125,0.37391377341120946,1.3037848337501934,skewnorm
6.0,17.782794100389236,22.38721138568341,211975.45020391681,,,,--
6.0,22.38721138568341,28.183829312644566,232053.2877723653,,,,--
6.0,28.183829312644566,35.48133892335755,146068.8904335084,,,,--
9.579,0.011220184543019636,0.014125375446227547,1385.4152640497937,2.1809344077359754,0.2734254843147913,,moyal
9.579,0.014125375446227547,0.01778279410038923,2877.360483731124,1.756367677326761,0.2234992186601322,,moyal
9.579,0.01778279410038923,0.0223872113856834,5065.293948337394,1.1957022847581742,0.6354066419082139,5.523925843179915,skewnorm
9.579,0.0223872113856834,0.02818382931264455,8225.522147977452,0.9679474126761177,0.6078808941622484,6.47848896843218,skewnorm
9.579,0.02818382931264455,0.03548133892335755,12616.401993360969,0.7913090598701766,0.5971001069254681,6.5356739962272545,skewnorm
9.579,0.03548133892335755,0.04466835921509633,17987.876010049164,0.6675862396061387,0.6135335999255693,6.2249832525051705,skewnorm
9.579,0.04466835921509633,0.05623413251903491,24729.003938545233,0.6319030533252338,0.5642371072583144,3.8442791530315628,skewnorm
9.579,0.05623413251903491,0.0707945784384138,33064.402076862534,0.6583613152116407,0.47668375770279237,1.3963771316607394,skewnorm
9.579,0.0707945784384138,0.08912509381337459,45649.425547041814,0.6290670626497145,0.4721007626326203,1.8460015692161895,skewnorm
9.579,0.08912509381337459,0.11220184543019636,60380.52995300011,0.6757443618843559,0.40557208131181355,1.1552367892102156,skewnorm
9.579,0.11220184543019636,0.14125375446227548,71733.72367191159,0.6646523804070077,0.3962344981671617,1.3426307304129808,skewnorm
9.579,0.14125375446227548,0.17782794100389238,87188.26764044777,0.7046288400087503,0.3521333055758652,1.1660688059769266,skewnorm
9.579,0.17782794100389238,0.223872113856834,101352.34955343003,0.7030334445106112,0.347714276206818,1.4219575674764349,skewnorm
9.579,0.223872113856834,0.2818382931264455,111067.95019868566,0.7503166762797937,0.2988376829097654,1.2033636367700091,skewnorm
9.579,0.2818382931264455,0.35481338923357547,124838.30343693434,0.7262577111841861,0.32096099625047164,2.0131284885323586,skewnorm
9.579,0.35481338923357547,0.44668359215096326,137644.33988102042,0.7763356616047778,0.2715142718726146,1.364038486505073,skewnorm
9.579,0.44668359215096326,0.5623413251903494,152447.86001293373,0.7745480719189156,0.2654833842869067,1.570425348578412,skewnorm
9.579,0.5623413251903494,0.707945784384138,165175.0574861938,0.7731756425072408,0.2665009969253811,1.7404334738700673,skewnorm
9.579,0.707945784384138,0.8912509381337459,172792.5570858644,0.7954127720862212,0.24951462268010488,1.5304333848320568,skewnorm
9.579,0.8912509381337459,1.1220184543019636,191680.52517384416,0.8285224324275979,0.23122778050740228,1.2296455886022302,skewnorm
9.579,1.1220184543019636,1.4125375446227548,196450.41839436235,0.8681627554751736,0.2014518908719833,0.8417472294392205,skewnorm
9.579,1.4125375446227548,1.7782794100389236,210588.08928397746,1.0816835407261822,0.21005597248816205,-1.0860445067409754,skewnorm
9.579,1.7782794100389236,2.238721138568341,217947.05153855373,1.1086323832700473,0.2230420564069321,-1.0952026728417374,skewnorm
9.579,2.238721138568341,2.8183829312644564,203005.41858806385,1.0961528907461568,0.22325047048115856,-1.4243791197814757,skewnorm
9.579,2.8183829312644564,3.548133892335755,239733.73314880376,0.8727787176820403,0.20500966497442114,0.9173817684741018,skewnorm
