ZD_deg,Ereco_min_TeV,Ereco_max_TeV,BckgRate_per_second,Theta_cut_deg,Gammaness_cut
6.0,0.012589254117941675,0.0199526231496888,0.17559648096477617,0.32,0.1
6.0,0.0199526231496888,0.03162277660168379,15.736548406715594,0.32,0.11620018197905382
6.0,0.03162277660168379,0.05011872336272725,24.719070277163965,0.32,0.11228635214620931
6.0,0.05011872336272725,0.07943282347242814,16.14113612780422,0.32,0.10326804603068676
6.0,0.07943282347242814,0.12589254117941673,5.524885886729925,0.32,0.13950141062486865
6.0,0.12589254117941673,0.19952623149688797,1.3809775006953484,0.32,0.22828367421218862
6.0,0.19952623149688797,0.31622776601683794,0.5388986696995435,0.32,0.2546930869373168
6.0,0.31622776601683794,0.5011872336272722,0.24152775907106613,0.32,0.2816099714731492
6.0,0.5011872336272722,0.7943282347242814,0.11803242158935899,0.32,0.30931832769270645
6.0,0.7943282347242814,1.2589254117941668,0.05439237983742474,0.32,0.32972385843341534
6.0,1.2589254117941668,1.9952623149688788,0.02740361620255927,0.32,0.33444928025707926
6.0,1.9952623149688788,3.1622776601683795,0.011288435510305356,0.32,0.410147075635551
6.0,3.1622776601683795,5.01187233627272,0.005975646622498844,0.32,0.45329619750767874
6.0,5.01187233627272,7.943282347242813,0.003163268508234222,0.32,0.47244032671019254
6.0,7.943282347242813,12.589254117941662,0.0016745079298216643,0.32,0.4666984680217185
6.0,12.589254117941662,19.952623149688787,0.0008225144648288427,0.3082496059580866,0.49147566817020794
6.0,19.952623149688787,31.622776601683793,0.00046923404012519956,0.32,0.5412176576412443
6.0,31.622776601683793,50.118723362727195,6.667027008255354e-05,0.16578504144578401,0.3576959983091037
6.0,50.118723362727195,79.43282347242814,0.00013148972333362836,0.32,0.1
9.579,0.012589254117941675,0.0199526231496888,0.1481991677785433,0.32,0.1
9.579,0.0199526231496888,0.03162277660168379,14.718800243714139,0.32,0.11015613325644188
9.579,0.03162277660168379,0.05011872336272725,24.348141102914983,0.32,0.1093508969147617
9.579,0.05011872336272725,0.07943282347242814,15.931940576847682,0.32,0.1
9.579,0.07943282347242814,0.12589254117941673,5.534426659267126,0.32,0.1386379371118968
9.579,0.12589254117941673,0.19952623149688797,1.368027052982405,0.32,0.21868047618084444
9.579,0.19952623149688797,0.31622776601683794,0.5323497848356938,0.32,0.2501446318160868
9.579,0.31622776601683794,0.5011872336272722,0.24433275473965724,0.32,0.27996738802813265
9.579,0.5011872336272722,0.7943282347242814,0.11648402362321165,0.32,0.3035384465813813
9.579,0.7943282347242814,1.2589254117941668,0.056219489786327466,0.32,0.3184095389054086
9.579,1.2589254117941668,1.9952623149688788,0.02752388933883518,0.32,0.3652345161846954
9.579,1.9952623149688788,3.1622776601683795,0.011307859534533645,0.32,0.4509771334446142
9.579,3.1622776601683795,5.01187233627272,0.005469451122185254,0.32,0.48171932833846715
9.579,5.01187233627272,7.943282347242813,0.0026454958594608396,0.32,0.48881721036185327
9.579,7.943282347242813,12.589254117941662,0.001279588789821422,0.32,0.4749441813144524
9.579,12.589254117941662,19.952623149688787,0.0006189189316555376,0.32,0.4745695200280388
9.579,19.952623149688787,31.622776601683793,0.00019206303048174906,0.25631446180909623,0.5137827335639006
9.579,31.622776601683793,50.118723362727195,6.59891033377573e-05,0.21602576938344725,0.2526272049317645
9.579,50.118723362727195,79.43282347242814,7.00363958657308e-05,0.32,0.1
16.08,0.012589254117941675,0.0199526231496888,0.05712969752402746,0.32,0.1
16.08,0.0199526231496888,0.03162277660168379,10.510096452332292,0.32,0.10190888871381985
16.08,0.03162277660168379,0.05011872336272725,24.75223918502653,0.32,0.10832150005806346
16.08,0.05011872336272725,0.07943282347242814,16.911257020032323,0.32,0.1
16.08,0.07943282347242814,0.12589254117941673,6.737544819392419,0.32,0.12289679410094916
16.08,0.12589254117941673,0.19952623149688797,1.5764717901556917,0.32,0.21753616961917074
16.08,0.19952623149688797,0.31622776601683794,0.5705973026151518,0.32,0.26065738337231786
16.08,0.31622776601683794,0.5011872336272722,0.26773470580047337,0.32,0.27578920137471125
16.08,0.5011872336272722,0.7943282347242814,0.12387952941388833,0.32,0.314850128704439
16.08,0.7943282347242814,1.2589254117941668,0.06099758711348397,0.32,0.325454324523201
16.08,1.2589254117941668,1.9952623149688788,0.028423235938300165,0.32,0.36894744146794856
16.08,1.9952623149688788,3.1622776601683795,0.012697792669658139,0.32,0.4224723676467453
16.08,3.1622776601683795,5.01187233627272,0.005633864740117978,0.32,0.46335199119040127
16.08,5.01187233627272,7.943282347242813,0.0024996810654964925,0.32,0.5108895048274227
16.08,7.943282347242813,12.589254117941662,0.0011090797733761056,0.32,0.5988211248295849
16.08,12.589254117941662,19.952623149688787,0.0004920859547606634,0.32,0.48258021345782603
16.08,19.952623149688787,31.622776601683793,0.00018343879420620128,0.2933161018614291,0.4862742934905485
16.08,31.622776601683793,50.118723362727195,4.748483167002689e-05,0.22404150054737482,0.5646455548300677
16.08,50.118723362727195,79.43282347242814,4.298090175087213e-05,0.32,0.1
23.16,0.012589254117941675,0.0199526231496888,0.0041728407715988505,0.32,0.1
23.16,0.0199526231496888,0.03162277660168379,4.085329145278117,0.32,0.1
23.16,0.03162277660168379,0.05011872336272725,22.1583338576892,0.32,0.1002160464454597
23.16,0.05011872336272725,0.07943282347242814,17.634969865505067,0.32,0.1
23.16,0.07943282347242814,0.12589254117941673,8.560641907630382,0.32,0.11432499819699211
23.16,0.12589254117941673,0.19952623149688797,1.9544998195484937,0.32,0.2146976687239026
23.16,0.19952623149688797,0.31622776601683794,0.632303218717951,0.32,0.25873499020817864
23.16,0.31622776601683794,0.5011872336272722,0.28143427610085064,0.32,0.2861409926057853
23.16,0.5011872336272722,0.7943282347242814,0.14582926578850922,0.32,0.28607060600462253
23.16,0.7943282347242814,1.2589254117941668,0.0702826964106501,0.32,0.3062777071535567
23.16,1.2589254117941668,1.9952623149688788,0.03225750354416201,0.32,0.35014735631005917
